"cnpj","nome","endereco","complemento","bairro","cep","municipio","uf","pais","ddd","numero","cod_compe_s_dv","x12"
"2910987","PAC DEODÁPOLIS","AVENIDA GENARIO DA COSTA MATOS, 1260","-","JARDIM OLIVEIRA","79790-000","DEODAPOLIS","MS","Brasil","54","33212000","-",NA
"2910987","PAC DOURADOS","AVENIDA MARCELINO PIRES, 2826","-","CENTRO","79801-004","DOURADOS","MS","Brasil","-","-","-",NA
"2910987","PAC ERECHIM","AV PRESIDENTE VARGAS, 489","-","CENTRO","99700-022","ERECHIM","RS","Brasil","54","35225666","-",NA
"2910987","PAC ERECHIM II","RUA SAO PAULO, 62","-","CENTRO","99700-302","ERECHIM","RS","Brasil","54","33215666","-",NA
"2910987","PAC ERECHIM III","AVENIDA PRESIDENTE VARGAS, 489","ANDAR 02","CENTRO","99700-022","ERECHIM","RS","Brasil","54","33212000","-",NA
"2910987","PAC FARROUPILHA","RUA JULIO DE CASTILHOS, 1240","-","CENTRO","95170-424","FARROUPILHA","RS","Brasil","54","33212000","-",NA
"2910987","PAC FLORES DA CUNHA","RUA JULIO DE CASTILHOS, 2231","SALA 01 E SALA 02","CENTRO","95270-000","FLORES DA CUNHA","RS","Brasil","54","35225666","-",NA
"2910987","PAC FLORES DA CUNHA II","RUA UVA ITÁLIA, 865","-","OTÁVIO ROCHA","95272-000","FLORES DA CUNHA","RS","Brasil","-","-","-",NA
"2910987","PAC GLORIA DE DOURADOS","AVENIDA PRESIDENTE VARGAS, 1635","A","CENTRO","79730-000","GLORIA DE DOURADOS","MS","Brasil","-","-","-",NA
"2910987","PAC ITAPORA","RUA DUQIE DE CAXIAS, 295","-","CENTRO","79890-000","ITAPORA","MS","Brasil","-","-","-",NA
"2910987","PAC IVINHEMA","AVENIDA HONDURAS, 132","-","GUIRAI","00000-000","IVINHEMA","MS","Brasil","-","-","-",NA
"2910987","PAC NOVA ANDRADINA","RUA IMACULADA CONCEIÇÃO, 1328","-","CENTRO","79750-000","NOVA ANDRADINA","MS","Brasil","54","33212000","-",NA
"2910987","PAC PAULO BENTO","AVENIDA IRMAO CONSOLATA, 82","-","CENTRO","99718-000","PAULO BENTO","RS","Brasil","54","36130155","-",NA
"2910987","PAC SAO MARCOS","RUA PADRE FEIJÓ, 833","SALA A","CENTRO","95190-000","SAO MARCOS","RS","Brasil","54","35225666","-",NA
"2910987","PAC SIDROLÂNDIA","R SAO PAULO, 714","-","CENTRO","79170-000","SIDROLANDIA","MS","Brasil","54","33212000","-",NA
"2910987","PAC TRES ARROIOS","AVENIDA FELIPE KORS, 281","-","CENTRO","99725-000","TRES ARROIOS","RS","Brasil","54","35261042","-",NA
"2910987","UAD CENTRO SUL RS/MS ERECHIM","RUA ARGENTINA, 156","LOJA 01","CENTRO","99700-026","ERECHIM","RS","Brasil","54","33212000","-",NA
"11969853","CONECTA CONEXÃO","AV BRASILIA, 2610","-","CIDADE ALTA","85720-256","MEDIANEIRA","PR","Brasil","-","-","-",NA
"11969853","PAC CIANORTE","AV GOIAS, 95","-","ZONA 01","87200-149","CIANORTE","PR","Brasil","-","-","-",NA
"11969853","PAC FOZ DO IGUAÇU","AVENIDA JUSCELINO KUBITSCHEK, 3060","-","VILA PARAGUAIA","85864-000","FOZ DO IGUACU","PR","Brasil","-","-","-",NA
"11969853","PAC FOZ DO IGUAÇU II","AVENIDA REPÚBLICA ARGENTINA, 3926","-","PANORAMA","85856-578","FOZ DO IGUACU","PR","Brasil","-","-","-",NA
"11969853","PAC ITAIPULÂNDIA","AVENIDA TIRADENTES, 2084","SALA A","CENTRO","85880-000","ITAIPULANDIA","PR","Brasil","-","-","-",NA
"11969853","PAC MATELÂNDIA","AVENIDA DUQUE DE CAXIAS, 739","CENTRO","CENTRO","85887-000","MATELANDIA","PR","Brasil","-","-","-",NA
"11969853","PAC MEDIANEIRA","RUA PARA, 2045","-","CENTRO","85720-009","MEDIANEIRA","PR","Brasil","45","32647792","-",NA
"11969853","PAC MISSAL","RUA CERRO LARGO, 577","-","CENTRO","85890-000","MISSAL","PR","Brasil","45","32442227","-",NA
"11969853","PAC SÃO MIGUEL DO IGUAÇU","RUA ALFREDO CHAVES, 77","-","CENTRO","85877-000","SAO MIGUEL DO IGUACU","PR","Brasil","-","-","-",NA
"11969853","PAC SERRANÓPOLIS DO IGUAÇU","AV INDEPENDENCIA, 667","-","FLOR DA SERRA","85885-000","SERRANOPOLIS DO IGUACU","PR","Brasil","-","-","-",NA
"11969853","PAC UMUARAMA","AVENIDA PARANÁ, 4748","-","ZONA III","87502-000","UMUARAMA","PR","Brasil","-","-","-",NA
"7252614","PAC BARRACÃO RS","RUA LAURINDO DE LIMA JACOBI, 187","-","CENTRO","95370-000","BARRACAO","RS","Brasil","54","33561066","-",NA
"7252614","PAC CACHOEIRA DO SUL","AVENIDA JULIO DE CASTILHOS, 486","-","CENTRO","96501-001","CACHOEIRA DO SUL","RS","Brasil","54","35311547","-",NA
"7252614","PAC CASCA","RUA BARÃO DO RIO BRANCO, 336","SALA 01","CENTRO","00000-000","CASCA","RS","Brasil","54","35311547","-",NA
"7252614","PAC JAGUARI","RUA DR EDU MARCHIORI DA SILVEIRA, 2365","-","CENTRO","97760-000","JAGUARI","RS","Brasil","54","35311547","-",NA
"7252614","PAC JULIO DE CASTILHOS","RUA XV DE NOVEMBRO, 33","-","CENTRO","98130-000","JULIO DE CASTILHOS","RS","Brasil","54","35311547","-",NA
"7252614","PAC MACHADINHO","PRAÇA DA MATRIZ, 39","EDIFICIO DOMINGOS DEBONA, SALA 04","CENTRO","99880-000","MACHADINHO","RS","Brasil","-","-","-",NA
"7252614","PAC MAXIMILIANO DE ALMEIDA","RUA DALTRO FILHO, 35","-","CENTRO","99890-000","MAXIMILIANO DE ALMEIDA","RS","Brasil","54","33971421","-",NA
"7252614","PAC PAIM FILHO","AV VIGARIO JOAO CRISOSTOMO, 392","-","CENTRO","99850-000","PAIM FILHO","RS","Brasil","54","35311547","-",NA
"7252614","PAC SANTA MARIA","AVENIDA NOSSA SENHORA MEDIANEIRA, 891","-","NOSSA SENHORA MEDIAN","97060-001","SANTA MARIA","RS","Brasil","54","35311547","-",NA
"7252614","PAC SANTA MARIA II","AVENIDA PREFEITO EVANDRO BEHR, 6600","FUNDOS, KM 09","CAMOBI","97110-800","SANTA MARIA","RS","Brasil","54","35311547","-",NA
"7252614","PAC SÃO JOÃO DA URTIGA","AVENIDA PROFESSOR ZEFERINO, 1260","SALA I","CENTRO","99855-000","SAO JOAO DA URTIGA","RS","Brasil","-","-","-",NA
"7252614","PAC SÃO JOSÉ DO OURO","AVENIDA MARECHAL FLORIANO, 11","-","CENTRO","99870-000","SAO JOSE DO OURO","RS","Brasil","-","-","-",NA
"7252614","PAC SÃO PEDRO DO SUL","RUA EXPEDICIONARIO ALMEIDA, 613","TERREO","CENTRO","97400-000","SAO PEDRO DO SUL","RS","Brasil","54","35311547","-",NA
"7252614","PAC TAPANCIRETÃ","RUA ANTONIO JOSE DA SILVEIRA, 414","-","CENTRO","98170-000","TUPANCIRETA","RS","Brasil","54","35311547","-",NA
"5983995","CONECTA COOPERAR","RUA CONDE DE PORTO ALEGRE, 342","-","CENTRO","98670-000","HUMAITA","RS","Brasil","55","35251044","-",NA
"5983995","PAC BOA VISTA DO BURICA","AVENIDA TRES PASSOS, 416","-","CENTRO","98918-000","BOA VISTA DO BURICA","RS","Brasil","55","35381091","-",NA
"5983995","PAC CANDELARIA","RUA 15 DE NOVEMBRO, 510","-","CENTRO","96930-000","CANDELARIA","RS","Brasil","-","-","-",NA
"5983995","PAC CORONEL BICACO","AVENIDA PRESIDENTE VARGAS, 1152","-","CENTRO","98580-000","CORONEL BICACO","RS","Brasil","55","35251044","-",NA
"5983995","PAC CRISSIUMAL","AVENIDA PRESIDENTE CASTELO BRANCO, 649","-","CENTRO","98640-000","CRISSIUMAL","RS","Brasil","-","-","-",NA
"5983995","PAC ESPERANCA DO SUL","AVENIDA RIO BRANCO, 1022","SALA 02","CENTRO","98635-000","ESPERANCA DO SUL","RS","Brasil","-","-","-",NA
"5983995","PAC HORIZONTINA","RUA URUGUAI, 1340","-","CENTRO","98920-000","HORIZONTINA","RS","Brasil","55","35373980","-",NA
"5983995","PAC HUMAITA RS","RUA PADRE FEIJO, 500","SALA 01","CENTRO","98670-000","HUMAITA","RS","Brasil","-","-","-",NA
"5983995","PAC NOVA CANDELARIA","RUA SANTA CLARA, 90","SALA 3","CENTRO","98919-000","NOVA CANDELARIA","RS","Brasil","55","36166115","-",NA
"5983995","PAC RIO PARDO","RUA DOUTOR JOÃO PESSOA, 650","-","CENTRO","96640-000","RIO PARDO","RS","Brasil","-","-","-",NA
"5983995","PAC SANTA CLARA DO SUL","RUA 09 DE FEVEREIRO, 1040","SALA 102 E SALA 103","CENTRO","95915-000","SANTA CLARA DO SUL","RS","Brasil","55","35251044","-",NA
"5983995","PAC SANTA CRUZ DO SUL","RUA JÚLIO DE CASTILHOS, 503","-","CENTRO","96810-046","SANTA CRUZ DO SUL","RS","Brasil","-","-","-",NA
"5983995","PAC SAO MARTINHO RS","AVENIDA GETÚLIO VARGAS, 386","-","CENTRO","98690-000","SAO MARTINHO","RS","Brasil","55","35331502","-",NA
"5983995","PAC SEDE NOVA","RUA ISIDÓRO MARODIM, 248","-","CENTRO","98675-000","SEDE NOVA","RS","Brasil","55","35261154","-",NA
"5983995","PAC TIRADENTES DO SUL","AVENIDA TIRADENTES, 1356","-","CENTRO","96680-000","TIRADENTES DO SUL","RS","Brasil","-","-","-",NA
"5983995","PAC VALE DO SOL","AVENIDA ARNO ULLMANN, 410","SALA 1 E SALA 2","CENTRO","96878-000","VALE DO SOL","RS","Brasil","55","35251044","-",NA
"5983995","PAC VENANCIO AIRES","RUA OSVALDO ARANHA, 1367","-","CENTRO","95800-000","VENANCIO AIRES","RS","Brasil","-","-","-",NA
"5983995","PAC VERA CRUZ RS","AVENIDA NESTOR FREDERICO HENN, 1600","LOJA 02","CENTRO","96880-000","VERA CRUZ","RS","Brasil","55","35251044","-",NA
"10520232","CONECTA AMAZÔNIA","AV MARECHAL RONDON, 1780","SALA A","CENTRO","76900-136","JI-PARANA","RO","Brasil","-","-","-",NA
"10520232","PAC ALTA FLORESTA D OESTE","AV AMAZONAS, 3882","QUADRA 1 LOTE 4","CENTRO","76954-000","ALTA FLORESTA D'OESTE","RO","Brasil","-","-","-",NA
"10520232","PAC ALVORADA D OESTE","AVENIDA MARECHAL RONDON, 4812","-","CENTRO","76930-000","ALVORADA D'OESTE","RO","Brasil","-","-","-",NA
"10520232","PAC ANORI","RUA AUGUSTO GRIJO, 790","LOTE 505","CENTRO","69440-000","ANORI","AM","Brasil","-","-","-",NA
"10520232","PAC BURITIS RO","AVENIDA AYRTON SENNA, 1421","-","SETOR 01","76880-000","BURITIS","RO","Brasil","-","-","-",NA
"10520232","PAC CACOAL","AVENIDA SETE DE SETEMBRO, 2906","-","PRINCESA ISABEL","76964-098","CACOAL","RO","Brasil","-","-","-",NA
"10520232","PAC CODAJÁS","R BRITO INGLES, 0","-","CENTRO","69450-000","CODAJAS","AM","Brasil","-","-","-",NA
"10520232","PAC ESPIGAO D OESTE","R SURUI, 2816","ANDAR TERREO","CENTRO","76974-000","ESPIGAO D'OESTE","RO","Brasil","69","34212332","-",NA
"10520232","PAC GOV. JORGE TEIXEIRA","RUA IPÊ, 1292","-","CENTRO","76898-000","GOVERNADOR JORGE TEIXEIRA","RO","Brasil","-","-","-",NA
"10520232","PAC GOV. JORGE TEIXEIRA D. COLINA VERDE","AVENIDA CACAULANDIA, 1390","-","COLINA VERDE","76898-000","GOVERNADOR JORGE TEIXEIRA","RO","Brasil","-","-","-",NA
"10520232","PAC JARU","AV PADRE ADOLFO ROHL, 1707","-","CENTRO","76890-000","JARU","RO","Brasil","-","-","-",NA
"10520232","PAC JARU D. TARILANDIA","AVENIDA FRANCISCO VIEIRA DE SOUZA, 2422","TARILANDIA DISTRISTO DE JARU","TARILÂNDIA","76897-890","JARU","RO","Brasil","-","-","-",NA
"10520232","PAC JI-PARANA II","AV MARECHAL RONDON, 1780","SALA A","CENTRO","76900-136","JI-PARANA","RO","Brasil","-","-","-",NA
"10520232","PAC JI-PARANÁ","AV MANOEL FRANCO, 480","SALA 01","NOVA BRASILIA","76908-410","JI-PARANA","RO","Brasil","-","-","-",NA
"10520232","PAC MINISTRO ANDREAZZA","RUA TANCREDO NEVES, 3146","-","CENTRO","76919-000","MINISTRO ANDREAZZA","RO","Brasil","69","34482538","-",NA
"10520232","PAC OURO PRETO DO OESTE","AV XV DE NOVEMBRO, 79","SALA B","CENTRO","76920-000","OURO PRETO DO OESTE","RO","Brasil","-","-","-",NA
"10520232","PAC PRESIDENTE MEDICI D. ESTRELA DE RO","AVENIDA TRANQUEDO NEVES, 852","QUADRA 01 LOTE 04","ESTRELA DE RONDÔNIA","76916-000","PRESIDENTE MEDICI","RO","Brasil","-","-","-",NA
"10520232","PAC PRESIDENTE MEDICI RO","AV 30 DE JUNHO, 1525","-","CENTRO","76916-000","PRESIDENTE MEDICI","RO","Brasil","-","-","-",NA
"10520232","PAC ROLIM DE MOURA","AVENIDA FORTALEZA, 5049","-","CENTRO","76940-000","ROLIM DE MOURA","RO","Brasil","-","-","-",NA
"10520232","PAC SÃO MIGUEL DO GUAPORÉ","AV SAO PAULO, 486","-","CENTRO","76932-000","SAO MIGUEL DO GUAPORE","RO","Brasil","69","34212332","-",NA
"10520232","PAC URUPÁ","AVENIDA CABO BARBOSA, 1590","-","CENTRO","76929-000","URUPA","RO","Brasil","-","-","-",NA
"4490531","CONECTA GOIÁS","AV DEPUTADO JAMEL CECILIO, 3527","ANDAR 7, SALA 04","JD GOIÁS","74810-100","GOIANIA","GO","Brasil","-","-","-",NA
"4490531","PAC BELA VISTA DE GOIÁS","RUA DOMINGOS ARANTES, 220","-","CENTRO","75240-000","BELA VISTA DE GOIAS","GO","Brasil","-","-","-",NA
"4490531","PAC CATALAO","AV RAULINA FONSECA PASCOAL, 2273","SALA 03","SETOR CENTRAL","75701-480","CATALAO","GO","Brasil","-","-","-",NA
"4490531","PAC CRISTALINA","R CEL. JOAO JOSE TAVEIRA, 387","-","CENTRO","73850-000","CRISTALINA","GO","Brasil","64","34742609","-",NA
"4490531","PAC GAMELEIRA DE GOIÁS","AVENIDA DAS PALMEIRAS","S/N","CENTRO","75184-000","GAMELEIRA DE GOIAS","GO","Brasil","-","-","-",NA
"4490531","PAC IPAMERI","AVENIDA GOMES DA FROTA","QD 20 LOTE 498 D","VILLA BAIOCH","75780-000","IPAMERI","GO","Brasil","-","-","-",NA
"4490531","PAC LUZIÂNIA","RUA PADRE BERNARDO","LOTE 8 QUADRA 35","CENTRO","72800-490","LUZIANIA","GO","Brasil","-","-","-",NA
"4490531","PAC ORIZONA","AVENIDA 7 DE SETEMBRO, 24","ANDAR TÉRREO","CENTRO","75280-130","ORIZONA","GO","Brasil","-","-","-",NA
"4490531","PAC PIRES DO RIO","AV MARIA GUIOTTI, 10","QUADRA 57 LOTE 262","CENTRO","75200-000","PIRES DO RIO","GO","Brasil","-","-","-",NA
"4490531","PAC RIO VERDE","AV PRESIDENTE VARGAS, 2023","QUADRA 0029, LOTE 09","JARDIM GOIAS","75903-290","RIO VERDE","GO","Brasil","64","34742609","-",NA
"4490531","PAC SILVÂNIA","AVENIDA DOM BOSCO, 651","-","CONS. MANOEL CAETANO","75180-000","SILVANIA","GO","Brasil","-","-","-",NA
"4490531","PAC VIANÓPOLIS","RUA SENADOR EUGENIO JARDIM, 342","301   LOTE 03   QUADRA 10","CENTRO","75265-000","VIANOPOLIS","GO","Brasil","-","-","-",NA
"8624548","CONECTA MINAS GERAIS","R BENEDITO VALADARES, 557","PAVMETO 6","BARRA","36884-084","MURIAE","MG","Brasil","-","-","-",NA
"8624548","PAC ALTO CAPARAÓ","AV PICO DA BANDEIRA, 1393","LOJA B","ÁGUA VERDE","36979-000","ALTO CAPARAO","MG","Brasil","-","-","-",NA
"8624548","PAC ALTO JEQUITIBÁ","AVENIDA CATARINA ELLER, 758","-","CENTRO","36976-000","ALTO JEQUITIBA","MG","Brasil","-","-","-",NA
"8624548","PAC ARAPONGA","PC MANUEL ROMUALDO DE LIMA, 67","-","CENTRO","36594-000","ARAPONGA","MG","Brasil","-","-","-",NA
"8624548","PAC CARANGOLA","RUA CORONEL OLIMPIO MACHADO, 13","-","CENTRO","36800-000","CARANGOLA","MG","Brasil","32","37231360","-",NA
"8624548","PAC CARATINGA","PC CESARIO ALVIM, 234","-","CENTRO","35300-036","CARATINGA","MG","Brasil","-","-","-",NA
"8624548","PAC DIVINO","PRAÇA GENSERICO NUNES DE OLIVEIRA, 267","-","CENTRO","36820-000","DIVINO","MG","Brasil","-","-","-",NA
"8624548","PAC DURANDÉ","PRAÇA PADRE GERALDO MAGALHÃES, 136","-","CENTRO","36974-000","DURANDE","MG","Brasil","-","-","-",NA
"8624548","PAC ERVÁLIA","RUA MONSENHOR RODOLFO, 26","-","CENTRO","36555-000","ERVALIA","MG","Brasil","-","-","-",NA
"8624548","PAC ESPERA FELIZ","RUA PRACA DA BANDEIRA, 70","-","CENTRO","36830-000","ESPERA FELIZ","MG","Brasil","-","-","-",NA
"8624548","PAC EUGENÓPOLIS","PRAÇA LEVINDO ARAUJO, 10","LOJA 03","CENTRO","36855-000","EUGENOPOLIS","MG","Brasil","-","-","-",NA
"8624548","PAC FERVEDOURO","AVENIDA MARIA AMELIA DE SOUSA PEDROSA, 65","-","CENTRO","36815-000","FERVEDOURO","MG","Brasil","-","-","-",NA
"8624548","PAC GUIRICEMA","RUA  BATISTA CAETANO, 02","LOJA 01","CENTRO","36525-000","GUIRICEMA","MG","Brasil","-","-","-",NA
"8624548","PAC LUISBURGO","AVENIDA SÃO LUIZ GONZAGA, 388","-","CENTRO","36923-000","LUISBURGO","MG","Brasil","-","-","-",NA
"8624548","PAC MANHUAÇU","RUA ANTONIO WELLERSON, 54","334","SANTO ANTNIO","36900-133","MANHUACU","MG","Brasil","32","37421144","-",NA
"8624548","PAC MANHUMIRIM","AV JK, 145","-","CIDADE JARDIM","36970-000","MANHUMIRIM","MG","Brasil","-","-","-",NA
"8624548","PAC MIRADOURO","R TENENTE PEREIRA DO VALE, 150","-","CENTRO","36893-000","MIRADOURO","MG","Brasil","-","-","-",NA
"8624548","PAC MURIAÉ","R BENEDITO VALADARES, 557","PAVMTO 01 E 02","BARRA","36884-084","MURIAE","MG","Brasil","-","-","-",NA
"8624548","PAC PORCIUNCULA D. SANTA CLARA","R PEDRO DE OLIVEIRA, 08","-","SANTA CLARA","28390-000","PORCIUNCULA","RJ","Brasil","-","-","-",NA
"8624548","PAC ROSÁRIO DA LIMEIRA","PRAÇA NOSSA SENHORA DE FATIMA, SN","LOJA 3","CENTRO","36878-000","ROSARIO DA LIMEIRA","MG","Brasil","-","-","-",NA
"8624548","PAC SANTANA DO MANHUAÇU","R MAJOR CUSTODIO, 148","-","CENTRO","36940-000","SANTANA DO MANHUACU","MG","Brasil","-","-","-",NA
"8624548","PAC SÃO JOÃO DO MANHUAÇU","AV SÃO JOÃO BATISTA, 358","-","CENTRO","36918-000","SAO JOAO DO MANHUACU","MG","Brasil","-","-","-",NA
"8624548","PAC SIMONÉSIA","AV GOVERNADOR VALADARES, 209","-","CENTRO","36930-000","SIMONESIA","MG","Brasil","-","-","-",NA
"8624548","PAC TOMBOS","RUA CORONEL BENTO MACHADO, 845","-","CENTRO","36844-000","TOMBOS","MG","Brasil","-","-","-",NA
"50735161","CONECTA MATO GROSSO","AV BRASIL, 429","SETOR W, ANDAR 1, CXPST 180","PARQUE DOS INGAS","78452-084","NOVA MUTUM","MT","Brasil","-","-","-",NA
"50735161","PAC CAMPO NOVO DO PARECIS","RUA SÃO PAULO, 1064","SETOR NE","CENTRO","78360-000","CAMPO NOVO DO PARECIS","MT","Brasil","-","-","-",NA
"50735161","PAC CANARANA MT","R GUARITA, 315","-","CENTRO","78640-000","CANARANA","MT","Brasil","46","33725044","-",NA
"50735161","PAC NOBRES","R OSVALDO SILVA CAMPOS, S/N","-","CENTRO","78470-000","NOBRES","MT","Brasil","-","-","-",NA
"50735161","PAC NOVA MUTUM","AV BRASIL, 429","SETOR W ANDAR TÉRREO CXPST 180","PARQUE DOS INGAS","78452-084","NOVA MUTUM","MT","Brasil","-","-","-",NA
"50735161","PAC RONDONÓPOLIS","AV LIONS INTERNACIONAL, 01","QUADRA 3 LOTE 5/8","VILA AURORA I","78740-046","RONDONOPOLIS","MT","Brasil","46","33725044","-",NA
"50735161","PAC SÃO JOSÉ DO RIO CLARO","AV MATO GROSSO","QUADRA01, LOTE 17","CENTRO","78435-000","SAO JOSE DO RIO CLARO","MT","Brasil","46","33725044","-",NA
"53575491","CONECTA PRIMATO CREDI","ROD BR 163,LINHA MARRECO,8° PERÍMETRO,FA","SALA 03, CASA DO PRODUTOR RURAL","ZONA RURAL","85919-899","TOLEDO","PR","Brasil","45","30567586","-",NA
"53575491","PAC PRIMATO CREDI TOLEDO PR","ROD BR 163,LINHA MARRECO,8° PERÍMETRO,FA","CASA DO PRODUTOR RURAL, SALA 02","ZONA RURAL","85919-899","TOLEDO","PR","Brasil","45","30567586","-",NA
"6139650","CONECTA RIO GRANDE DO SUL","RUA OLAVO BILAC, 914","ANDAR 3 SALA 302","IMIGRANTE","95702-000","BENTO GONCALVES","RS","Brasil","-","-","-",NA
"6139650","PAC BENTO GONÇALVES","AV PLANALTO, 986","-","SÃO BENTO","95703-114","BENTO GONCALVES","RS","Brasil","-","-","-",NA
"6139650","PAC CARLOS BARBOSA","R JULIO DE CASTILHO, 203","-","CENTRO","95185-000","CARLOS BARBOSA","RS","Brasil","-","-","-",NA
"6139650","PAC CASEIROS","RUA JOSÉ CIRINO RODRIGUES, 316","-","CENTRO","95315-000","CASEIROS","RS","Brasil","54","33551932","-",NA
"6139650","PAC CHARRUA","RUA LUIZ CAUSS, 15","-","CIDADE BAIXA","99960-000","CHARRUA","RS","Brasil","-","-","-",NA
"6139650","PAC GARIBALDI","AVENIDA RIO BRANCO, 145","LOTE 366 QUADRA 15","CENTRO","95720-000","GARIBALDI","RS","Brasil","-","-","-",NA
"6139650","PAC GENTIL","AV VINTE DE MARÇO, 1135","-","CENTRO","99160-000","GENTIL","RS","Brasil","54","36986596","-",NA
"6139650","PAC IBIRAIARAS","RUA JOÃO LUIS CANEVESE, 600","-","CENTRO","95305-000","IBIRAIARAS","RS","Brasil","-","-","-",NA
"6139650","PAC IJUÍ","RUA FLORIANO PEIXOTO, 240","-","CENTRO","98700-000","IJUI","RS","Brasil","-","-","-",NA
"6139650","PAC JÓIA","RUA BRASILINA TERRA, 295","-","CENTRO","98180-000","JOIA","RS","Brasil","-","-","-",NA
"6139650","PAC LAGOA VERMELHA","AVENIDA AFONSO PENA, 598","SALA 01","CENTRO","95300-000","LAGOA VERMELHA","RS","Brasil","54","33581704","-",NA
"6139650","PAC MARAÚ RS","AV JULIO BORELLA, 1303","SALA 01","CENTRO","99150-000","MARAU","RS","Brasil","54","99868058","-",NA
"6139650","PAC MATO CASTELHANO","AV PRESIDENTE GETULIO VARGAS, 50","-","CENTRO","99180-000","MATO CASTELHANO","RS","Brasil","54","99270233","-",NA
"6139650","PAC NOVA PRATA","AVENIDA PRESIDENTE VARGAS, 688","-","CENTRO","95320-000","NOVA PRATA","RS","Brasil","54","32424012","-",NA
"6139650","PAC PELOTAS B. CENTRO","AVENIDA DOM JOAQUIM, 1170","-","CENTRO","96020-260","PELOTAS","RS","Brasil","-","-","-",NA
"6139650","PAC PELOTAS B. CENTRO II","R VOLUNTARIOS DA PATRIA, 1304","QUADRA 49","CENTRO","96015-730","PELOTAS","RS","Brasil","-","-","-",NA
"6139650","PAC PINHEIRO MACHADO","RUA DUTRE DE ANDRADE, 824","-","CENTRO","96470-000","PINHEIRO MACHADO","RS","Brasil","-","-","-",NA
"6139650","PAC PIRATINI","AV MAURICIO CARDOSO, 378","-","CENTRO","96490-000","PIRATINI","RS","Brasil","-","-","-",NA
"6139650","PAC SANT ANA DO LIVRAMENTO","RUA DOS ANDRADAS, 610","-","CENTRO","97573-572","SANTANA DO LIVRAMENTO","RS","Brasil","-","-","-",NA
"6139650","PAC SÃO GABRIEL RS","RUA LAURINDO LOPES NUNES, 06","SALA 01","CENTRO","97300-368","SAO GABRIEL","RS","Brasil","-","-","-",NA
"6139650","PAC SÃO JORGE","AVENIDA DOS IMIGRANTES, 36","QUADRA E","CENTRO","95365-000","SAO JORGE","RS","Brasil","54","32711530","-",NA
"6139650","PAC TAPEJARA","RUA DO COMERCIO, 1419","-","CENTRO","99950-000","TAPEJARA","RS","Brasil","-","-","-",NA
"6139650","PAC VERANÓPOLIS","AVENIDA JULIO DE CASTILHOS, 404","SALA 01","CENTRO","95330-000","VERANOPOLIS","RS","Brasil","-","-","-",NA
"7512780","CONECTA VALE EUROPEU","AV CORONEL ANTONIO LEHMKUHL, 230","-","CENTRO","88150-000","AGUAS MORNAS","SC","Brasil","-","-","-",NA
"7512780","PAC AGROLÂNDIA","RUA DOS PIONEIROS, 833","TERREO","CENTRO","88420-000","AGROLANDIA","SC","Brasil","-","-","-",NA
"7512780","PAC ANGELINA","RUA LEOBERTO LEAL, 246","SALA 1","CENTRO","88460-000","ANGELINA","SC","Brasil","48","32741188","-",NA
"7512780","PAC ANTÔNIO CARLOS SC","AVENIDA JOAO ANTONIO BESEN, 695","SALA 01","CENTRO","88180-211","ANTONIO CARLOS","SC","Brasil","-","-","-",NA
"7512780","PAC ATALANTA","AVENIDA XV DE NOVEMBRO, 795","-","CENTRO","88410-000","ATALANTA","SC","Brasil","-","-","-",NA
"7512780","PAC AURORA SC","RUA XV DE NOVEMBRO, 577","-","CENTRO","89186-000","AURORA","SC","Brasil","-","-","-",NA
"7512780","PAC ÁGUAS MORNAS CENTRO","AV CORONEL ANTONIO LEHMKUHL, 1030","-","CENTRO","88150-000","AGUAS MORNAS","SC","Brasil","-","-","-",NA
"7512780","PAC ÁGUAS MORNAS STA CRUZ DA FIGUEIRA","AVENIDA TEÓFILO BEPPLER, 1051","SALA 01","SANTA CRUZ DA FIGUEIRA","88150-000","AGUAS MORNAS","SC","Brasil","-","-","-",NA
"7512780","PAC BIGUAÇU","R PREFEITO PAULO FREDERICO ALVES WILDNER, 195","SALA 3A","UNIVERSITARIO","88161-048","BIGUACU","SC","Brasil","-","-","-",NA
"7512780","PAC BLUMENAU CENTRO","RUA SETE DE SETEMBRO, 777","SALA 03","CENTRO","89010-201","BLUMENAU","SC","Brasil","-","-","-",NA
"7512780","PAC BLUMENAU ITOUPAVA SECA","RUA ENGENHEIRO PAUL WERNER, 574","-","ITOUPAVA SECA","89030-100","BLUMENAU","SC","Brasil","-","-","-",NA
"7512780","PAC BOM JARDIM RJ","RUA NILO PEÇANHA, 232","SALA 02","CENTRO","28660-000","BOM JARDIM","RJ","Brasil","-","-","-",NA
"7512780","PAC BOTUVERÁ","RUA JOÃO MORELLI, 299","-","CENTRO","88295-000","BOTUVERA","SC","Brasil","-","-","-",NA
"7512780","PAC BRAÇO DO TROMBUDO","RUA TIRADENTES, 70","-","CENTRO","89178-000","BRACO DO TROMBUDO","SC","Brasil","-","-","-",NA
"7512780","PAC BRUSQUE DOM JOAQUIM","RUA BOTUVERÁ, 257","-","DOM JOAQUIM","88359-002","BRUSQUE","SC","Brasil","-","-","-",NA
